product_name,release_year,market_tier_bracket,chipset,storage_gb,ram_gb,storage_type,display_size_inches,display_ppi,display_tech,display_refresh_rate_hz,brightness_nits,battery_capacity_mah,wired_charging_power,has_wireless_charging,rear_main_camera_megapixels,has_ultrawide,has_macro,has_telephoto,has_periscope,aperture,IP_Rating,is_dustproof,is_waterproof,has_optical_image_stabilization,front_camera_megapixels,video_resolution_options,fps,weight_grams,thickness_mm,form_factor,max_network_generation,operating_system,operating_system_version,back_panel_material,chassis_frame_material,HDR_status,rear_camera_count,nano_sim,has_esim_support,display_protection_tier,chipset_score,score_performance_hardware,score_camera_system,score_display,score_design_build_quality,score_battery_charging,score_software_os_connectivity_features,score_overall
Honor X6b 4G,2024,Entry-Level,Helio G85,256,6,Unknown,6.56,269,TFT LCD,90,780,5200,35,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,5,1080,30,192,8.4,bar,4G,Android,14,Unknown,Unknown,Unknown,2,2,TRUE,none_generic,24,24.69,51.53,23.65,30.29,42.09,71.57,37.71
Samsung Galaxy A32 5G,2021,Mid-Range,Dimensity 720,64,4,Unknown,6.5,270,TFT LCD,90,600,5000,15,FALSE,48,TRUE,TRUE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,13,2160,30,205,9.1,bar,5G,Android,11,Plastic,Plastic,Unknown,4,2,TRUE,standard_branded,29,23.62,59.86,22.16,24.76,31.82,81.43,37.7
Xiaomi Poco C75,2024,Entry-Level,Helio G81,128,6,eMMC 5.1,6.88,260,IPS LCD,120,600,5160,18,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,13,1080,30,204,8.2,bar,4G,Android,14,Unknown,Unknown,Unknown,1,2,TRUE,none_generic,24,21.15,53.49,31.56,29.34,35.31,71.57,37.69
Huawei Enjoy 60 Pro,2023,Entry-Level,Snapdragon 680,128,8,Unknown,6.8,385,TFT LCD,90,600,5000,40,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,8,1080,30,193,8.6,bar,4G,HarmonyOS,3,Unknown,Unknown,Unknown,2,2,TRUE,none_generic,28,27.95,51.64,29.06,29.44,40.91,54.85,37.69
Honor Play 80,2026,Entry-Level,Dimensity 6300,256,8,Unknown,6.75,260,TFT LCD,90,585,5300,15,FALSE,13,FALSE,FALSE,FALSE,FALSE,2.2,Unknown,FALSE,FALSE,FALSE,5,1080,30,186,7.9,bar,5G,Android,15,Unknown,Unknown,Unknown,1,2,TRUE,none_generic,31,31.04,35.3,21.44,32.91,36.32,98.29,37.68
Xiaomi Redmi 12,2023,Mid-Range,Helio G88,128,2,eMMC 5.1,6.79,396,IPS LCD,90,715,5000,18,FALSE,50,TRUE,TRUE,FALSE,FALSE,1.8,IP53,TRUE,TRUE,FALSE,8,1080,30,198.5,8.2,bar,4G,Android,13,Glass,Plastic,Unknown,3,2,TRUE,none_generic,24,16.87,54.64,30.71,45.94,32.91,67.86,37.6
OnePlus Nord N30 SE,2024,Entry-Level,Dimensity 6020,128,4,Unknown,6.72,392,IPS LCD,60,600,5000,33,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,8,1080,30,193,8,bar,5G,Android,13,Plastic,Plastic,Unknown,2,2,TRUE,none_generic,31,25.46,51.64,16.98,26.68,38.36,90.86,37.6
Samsung Galaxy F14 4G,2024,Entry-Level,Snapdragon 680,64,4,Unknown,6.7,393,PLS LCD,90,600,5000,25,FALSE,50,FALSE,TRUE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,13,1080,60,194,8.8,bar,4G,Android,14,Plastic,Plastic,Unknown,3,2,TRUE,none_generic,28,23.02,55.32,29.54,23.69,35.45,71.57,37.57
Realme Narzo 80 Lite,2025,Mid-Range,Unisoc T8300,128,6,Unknown,6.74,260,LCD,90,732,6300,15,FALSE,13,FALSE,FALSE,FALSE,FALSE,2.2,IP54,TRUE,TRUE,FALSE,5,1080,30,201,7.9,bar,4G,Android,15,Plastic,Plastic,Unknown,1,2,TRUE,standard_branded,32,28.2,35.3,22.7,43.6,46.82,75.29,37.56
Honor X40i,2022,Entry-Level,Dimensity 700,256,8,Unknown,6.7,391,IPS LCD,60,600,4000,44,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,8,1080,30,175,7.4,bar,5G,Android,12,Unknown,Unknown,Unknown,2,2,TRUE,none_generic,30,30.44,51.64,16.92,36.22,27.36,85.14,37.56
Realme C100i,2026,Entry-Level,Unisoc T8300,128,6,eMMC 5.1,6.8,254,IPS LCD,120,600,7000,15,FALSE,8,FALSE,FALSE,FALSE,FALSE,2,IP64,TRUE,TRUE,FALSE,5,1080,30,208,8.4,bar,4G,Android,16,Plastic,Plastic,Unknown,1,2,TRUE,standard_branded,32,25.95,28.98,31.2,40.84,46.82,79,37.53
Honor X8a,2023,Entry-Level,Helio G88,256,8,Unknown,6.7,391,IPS LCD,90,600,4500,23,FALSE,100,TRUE,TRUE,FALSE,FALSE,1.9,Unknown,FALSE,FALSE,FALSE,16,1080,30,179,7.5,bar,4G,Android,12,Plastic,Plastic,Unknown,3,2,TRUE,none_generic,24,26.84,55.95,29.42,30.41,27.23,66.14,37.52
Infinix Hot 50i,2024,Entry-Level,Helio G81,128,4,Unknown,6.7,262,IPS LCD,120,650,5000,18,FALSE,48,FALSE,FALSE,FALSE,FALSE,1.8,IP54,TRUE,TRUE,FALSE,8,1080,30,184,8.1,bar,4G,Android,14,Plastic,Plastic,Unknown,1,2,TRUE,none_generic,24,21.26,47.51,32.11,41.57,32.91,71.57,37.49
Apple iPhone 8 Plus,2017,Flagship,A11 Bionic,128,3,NVMe,5.5,401,Retina IPS LCD,60,625,2691,15,TRUE,12,FALSE,FALSE,TRUE,FALSE,1.8,IP67,TRUE,TRUE,TRUE,7,2160,60,202,7.5,bar,4G,iOS,11,Glass,Aluminum,Unknown,2,1,TRUE,none_generic,35,38.04,64.47,17.74,68.69,16.82,21.5,37.49
Xiaomi Poco C81,2026,Entry-Level,Helio G81,64,4,Unknown,6.9,254,IPS LCD,120,800,6300,15,FALSE,13,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,8,1080,30,208,8.2,bar,4G,Android,16,Plastic,Plastic,Unknown,1,2,TRUE,none_generic,24,20.62,42.01,32.92,23.88,46.82,79,37.45
Motorola Moto G24 Power,2024,Entry-Level,Helio G85,128,4,eMMC 5.1,6.56,269,IPS LCD,90,698,6000,30,FALSE,50,FALSE,TRUE,FALSE,FALSE,1.8,Water-repellent,FALSE,TRUE,FALSE,8,1080,30,197,9,bar,4G,Android,14,Plastic,Plastic,Unknown,2,2,TRUE,none_generic,24,19.01,52.14,22.94,26.55,52.27,71.57,37.42
Huawei nova Y90,2022,Mid-Range,Snapdragon 680,128,4,Unknown,6.7,391,IPS LCD,90,600,5000,40,FALSE,50,FALSE,TRUE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,8,1080,30,195,8.4,bar,4G,Android,10,Unknown,Unknown,Unknown,3,2,TRUE,none_generic,28,23.66,52.14,29.42,29.88,40.91,60.71,37.42
Motorola Moto G15,2025,Entry-Level,Helio G81,128,4,Unknown,6.72,392,IPS LCD,60,600,5200,18,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP54,TRUE,TRUE,FALSE,8,1080,30,190,8.2,bar,4G,Android,15,Eco-Leather,Plastic,Unknown,2,2,TRUE,standard_branded,24,21.26,54.14,16.98,49.57,35.91,75.29,37.41
Honor X6b 4G,2024,Entry-Level,Helio G85,128,6,Unknown,6.56,269,TFT LCD,90,780,5200,35,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,5,1080,30,192,8.4,bar,4G,Android,14,Unknown,Unknown,Unknown,2,2,TRUE,none_generic,24,23.4,51.53,23.65,30.29,42.09,71.57,37.39
Samsung Galaxy M13 5G,2022,Entry-Level,Dimensity 700,128,6,Unknown,6.5,270,PLS LCD,90,520,5000,15,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,5,1080,30,195,8.8,bar,5G,Android,12,Plastic,Plastic,Unknown,2,2,TRUE,standard_branded,30,27,51.53,21.48,27.22,31.82,85.14,37.36
Samsung Galaxy M13 5G,2022,Entry-Level,Dimensity 700,128,6,Unknown,6.5,270,PLS LCD,90,520,5000,15,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,5,1080,30,195,8.8,bar,5G,Android,12,Plastic,Plastic,Unknown,2,2,TRUE,standard_branded,30,27,51.53,21.48,27.22,31.82,85.14,37.36
Honor Play 40,2023,Entry-Level,Snapdragon 480 Plus,256,8,Unknown,6.56,269,TFT LCD,90,600,5200,10,FALSE,13,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,5,1080,30,188,8.4,bar,5G,Android,13,Unknown,Unknown,Unknown,2,2,TRUE,none_generic,30,30.44,41.9,22.1,30.85,33,88.86,37.33
Apple iPhone 8 Plus,2017,Flagship,A11 Bionic,64,3,NVMe,5.5,401,Retina IPS LCD,60,625,2691,15,TRUE,12,FALSE,FALSE,TRUE,FALSE,1.8,IP67,TRUE,TRUE,TRUE,7,2160,60,202,7.5,bar,4G,iOS,11,Glass,Aluminum,Unknown,2,1,TRUE,none_generic,35,37.39,64.47,17.74,68.69,16.82,21.5,37.33
Tecno Pop X 4G,2026,Entry-Level,Dimensity 6400,64,4,Unknown,6.74,260,IPS LCD,120,600,5000,15,FALSE,13,FALSE,FALSE,FALSE,FALSE,1.9,IP64,TRUE,TRUE,FALSE,8,1080,30,189,8.1,bar,4G,Android,15,Plastic,Plastic,Unknown,1,2,TRUE,none_generic,32,25.42,40.36,31.56,40.88,31.82,77.29,37.33
Samsung Galaxy A05s,2023,Entry-Level,Snapdragon 680,128,6,eMMC 5.1,6.7,393,PLS LCD,90,600,5000,25,FALSE,50,FALSE,TRUE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,13,1080,60,194,8.8,bar,4G,Android,13,Plastic,Plastic,Unknown,3,2,TRUE,none_generic,28,23.55,55.32,29.54,23.69,35.45,67.86,37.33
Realme Note 70,2025,Entry-Level,Unisoc T8300,128,6,Unknown,6.74,260,LCD,90,600,6300,15,FALSE,13,FALSE,FALSE,FALSE,FALSE,2.2,IP54,TRUE,TRUE,FALSE,5,1080,30,201,7.9,bar,4G,Android,15,Plastic,Plastic,Unknown,1,2,TRUE,standard_branded,32,28.2,35.3,21.56,43.6,46.82,75.29,37.33
Samsung Galaxy F06 5G,2025,Entry-Level,Dimensity 6300,128,6,Unknown,6.7,262,PLS LCD,60,800,5000,25,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,8,1080,60,191,8,bar,5G,Android,15,Plastic,Plastic,Unknown,2,2,TRUE,none_generic,31,27.6,52.97,10.9,26.96,35.45,96.29,37.32
Xiaomi Poco C71,2025,Entry-Level,Helio G81,128,6,eMMC 5.1,6.88,260,IPS LCD,120,600,5200,15,FALSE,32,FALSE,FALSE,FALSE,FALSE,1.8,Splash Resistant,FALSE,TRUE,FALSE,8,1080,30,193,8.3,bar,4G,Android,15,Unknown,Unknown,Unknown,1,2,TRUE,none_generic,24,21.15,47.51,31.56,34.51,34.82,75.29,37.3
Xiaomi Redmi A5,2025,Entry-Level,Unisoc T8300,128,4,eMMC 5.1,6.88,260,IPS LCD,120,585,5200,15,FALSE,32,FALSE,FALSE,FALSE,FALSE,2,Splash Resistant,FALSE,TRUE,FALSE,8,1080,30,193,8.3,bar,4G,Android,15,Unknown,Unknown,Unknown,1,2,TRUE,none_generic,32,23.81,44.21,31.44,34.51,34.82,75.29,37.29
Samsung Galaxy A22 5G,2021,Mid-Range,Dimensity 700,128,4,Unknown,6.6,399,TFT LCD,90,600,5000,15,FALSE,48,TRUE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,8,1152,30,203,9,bar,5G,Android,11,Plastic,Plastic,Unknown,3,2,TRUE,none_generic,30,24.86,50.01,29.9,21.72,31.82,81.43,37.28
Motorola Moto G04s,2024,Entry-Level,Unisoc T606,128,8,UFS 2.2,6.56,269,IPS LCD,90,600,5000,15,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Water-repellent,FALSE,TRUE,FALSE,5,1080,30,178.8,8,bar,4G,Android,14,Plastic,Plastic,Unknown,1,2,TRUE,standard_branded,23,27.95,51.53,22.1,36.33,31.82,71.57,37.28
Honor X40i,2022,Entry-Level,Dimensity 700,128,8,Unknown,6.7,391,IPS LCD,60,600,4000,44,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,8,1080,30,175,7.4,bar,5G,Android,12,Unknown,Unknown,Unknown,2,2,TRUE,none_generic,30,29.15,51.64,16.92,36.22,27.36,85.14,37.24
Realme P4 Lite 4G,2026,Mid-Range,Unisoc T8300,128,4,Unknown,6.74,260,IPS LCD,90,732,6300,15,FALSE,13,FALSE,FALSE,FALSE,FALSE,2.2,IP54,TRUE,TRUE,FALSE,5,1080,30,201,7.9,bar,4G,Android,15,Plastic,Plastic,Unknown,1,2,TRUE,standard_branded,32,26.06,35.3,22.7,43.6,46.82,77.29,37.23
Honor X8a,2023,Entry-Level,Helio G88,128,8,Unknown,6.7,391,IPS LCD,90,600,4500,23,FALSE,100,TRUE,TRUE,FALSE,FALSE,1.9,Unknown,FALSE,FALSE,FALSE,16,1080,30,179,7.5,bar,4G,Android,12,Plastic,Plastic,Unknown,3,2,TRUE,none_generic,24,25.55,55.95,29.42,30.41,27.23,66.14,37.2
Honor X6b 4G,2024,Entry-Level,Helio G85,256,4,Unknown,6.56,269,TFT LCD,90,780,5200,35,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,5,1080,30,192,8.4,bar,4G,Android,14,Unknown,Unknown,Unknown,2,2,TRUE,none_generic,24,22.55,51.53,23.65,30.29,42.09,71.57,37.17
Honor Play 80,2026,Entry-Level,Dimensity 6300,256,6,Unknown,6.75,260,TFT LCD,90,585,5300,15,FALSE,13,FALSE,FALSE,FALSE,FALSE,2.2,Unknown,FALSE,FALSE,FALSE,5,1080,30,186,7.9,bar,5G,Android,15,Unknown,Unknown,Unknown,1,2,TRUE,none_generic,31,28.89,35.3,21.44,32.91,36.32,98.29,37.14
Xiaomi Redmi A5,2025,Entry-Level,Unisoc T8300,64,4,eMMC 5.1,6.88,260,IPS LCD,120,585,5200,15,FALSE,32,FALSE,FALSE,FALSE,FALSE,2,Splash Resistant,FALSE,TRUE,FALSE,8,1080,30,193,8.3,bar,4G,Android,15,Unknown,Unknown,Unknown,1,2,TRUE,none_generic,32,23.17,44.21,31.44,34.51,34.82,75.29,37.13
Samsung Galaxy A22 5G,2021,Mid-Range,Dimensity 700,64,4,Unknown,6.6,399,TFT LCD,90,600,5000,15,FALSE,48,TRUE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,8,1152,30,203,9,bar,5G,Android,11,Plastic,Plastic,Unknown,3,2,TRUE,none_generic,30,24.22,50.01,29.9,21.72,31.82,81.43,37.12
Realme Note 70,2025,Entry-Level,Unisoc T8300,256,4,Unknown,6.74,260,LCD,90,600,6300,15,FALSE,13,FALSE,FALSE,FALSE,FALSE,2.2,IP54,TRUE,TRUE,FALSE,5,1080,30,201,7.9,bar,4G,Android,15,Plastic,Plastic,Unknown,1,2,TRUE,standard_branded,32,27.35,35.3,21.56,43.6,46.82,75.29,37.12
Huawei nova 10z,2022,Mid-Range,Snapdragon 778G,256,8,Unknown,6.6,399,IPS LCD,60,600,4000,66,FALSE,64,TRUE,TRUE,FALSE,FALSE,1.9,Splash Resistant,FALSE,TRUE,FALSE,16,1080,30,179,8.4,bar,4G,HarmonyOS,2,Unknown,Unknown,Unknown,3,2,TRUE,none_generic,38,35.24,55.95,17.4,36.1,35.36,47,37.09
Realme P4 Lite 4G,2026,Mid-Range,Unisoc T8300,64,4,Unknown,6.74,260,IPS LCD,90,732,6300,15,FALSE,13,FALSE,FALSE,FALSE,FALSE,2.2,IP54,TRUE,TRUE,FALSE,5,1080,30,201,7.9,bar,4G,Android,15,Plastic,Plastic,Unknown,1,2,TRUE,standard_branded,32,25.42,35.3,22.7,43.6,46.82,77.29,37.07
Honor Play 40,2023,Entry-Level,Snapdragon 480 Plus,128,8,Unknown,6.56,269,TFT LCD,90,600,5200,10,FALSE,13,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,5,1080,30,188,8.4,bar,5G,Android,13,Unknown,Unknown,Unknown,2,2,TRUE,none_generic,30,29.15,41.9,22.1,30.85,33,88.86,37.01
Realme C100i,2026,Entry-Level,Unisoc T8300,128,4,eMMC 5.1,6.8,254,IPS LCD,120,600,7000,15,FALSE,8,FALSE,FALSE,FALSE,FALSE,2,IP64,TRUE,TRUE,FALSE,5,1080,30,208,8.4,bar,4G,Android,16,Plastic,Plastic,Unknown,1,2,TRUE,standard_branded,32,23.81,28.98,31.2,40.84,46.82,79,37
Honor X5c Plus,2025,Entry-Level,Helio G81,256,6,Unknown,6.74,260,TFT LCD,90,600,5260,15,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,5,1080,30,186,7.9,bar,4G,Android,15,Unknown,Unknown,Unknown,1,2,TRUE,none_generic,24,24.69,51.53,21.56,32.91,35.72,75.29,36.97
Xiaomi Poco C81 Pro,2026,Entry-Level,Helio G81,256,4,UFS 2.2,6.9,254,IPS LCD,120,650,6000,15,FALSE,13,FALSE,FALSE,FALSE,FALSE,2.2,Unknown,FALSE,FALSE,FALSE,8,1080,30,208,8.2,bar,4G,Android,15,Plastic,Plastic,Unknown,1,2,TRUE,none_generic,24,25.55,35.41,31.63,23.88,46.82,77.29,36.94
Apple iPhone 8,2017,Flagship,A11 Bionic,256,2,NVMe,4.7,326,Retina IPS LCD,60,625,1821,15,TRUE,12,FALSE,FALSE,FALSE,FALSE,1.8,IP67,TRUE,TRUE,TRUE,7,2160,60,148,7.3,bar,4G,iOS,11,Glass,Aluminum,Unknown,1,1,TRUE,none_generic,35,38.26,61.47,13.24,76.91,16.82,21.5,36.87
Realme Narzo 80 Lite,2025,Mid-Range,Unisoc T8300,64,4,Unknown,6.74,260,LCD,90,732,6300,15,FALSE,13,FALSE,FALSE,FALSE,FALSE,2.2,IP54,TRUE,TRUE,FALSE,5,1080,30,201,7.9,bar,4G,Android,15,Plastic,Plastic,Unknown,1,2,TRUE,standard_branded,32,25.42,35.3,22.7,43.6,46.82,75.29,36.87
Xiaomi Redmi A5,2025,Entry-Level,Unisoc T8300,64,3,eMMC 5.1,6.88,260,IPS LCD,120,585,5200,15,FALSE,32,FALSE,FALSE,FALSE,FALSE,2,Splash Resistant,FALSE,TRUE,FALSE,8,1080,30,193,8.3,bar,4G,Android,15,Unknown,Unknown,Unknown,1,2,TRUE,none_generic,32,22.09,44.21,31.44,34.51,34.82,75.29,36.86
Honor X6b 4G,2024,Entry-Level,Helio G85,128,4,Unknown,6.56,269,TFT LCD,90,780,5200,35,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,5,1080,30,192,8.4,bar,4G,Android,14,Unknown,Unknown,Unknown,2,2,TRUE,none_generic,24,21.26,51.53,23.65,30.29,42.09,71.57,36.85
Realme C100i,2026,Entry-Level,Unisoc T8300,64,4,eMMC 5.1,6.8,254,IPS LCD,120,600,7000,15,FALSE,8,FALSE,FALSE,FALSE,FALSE,2,IP64,TRUE,TRUE,FALSE,5,1080,30,208,8.4,bar,4G,Android,16,Plastic,Plastic,Unknown,1,2,TRUE,standard_branded,32,23.17,28.98,31.2,40.84,46.82,79,36.84
Honor Play6T,2022,Entry-Level,Dimensity 700,256,8,Unknown,6.74,260,TFT LCD,90,600,5000,23,FALSE,13,FALSE,TRUE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,5,1080,30,198,8.6,bar,5G,Android,11,Unknown,Unknown,Unknown,3,2,TRUE,none_generic,30,30.44,42.4,21.56,28.74,34.73,83.43,36.83
Honor Play 80,2026,Entry-Level,Dimensity 6300,128,6,Unknown,6.75,260,TFT LCD,90,585,5300,15,FALSE,13,FALSE,FALSE,FALSE,FALSE,2.2,Unknown,FALSE,FALSE,FALSE,5,1080,30,186,7.9,bar,5G,Android,15,Unknown,Unknown,Unknown,1,2,TRUE,none_generic,31,27.6,35.3,21.44,32.91,36.32,98.29,36.82
Samsung Galaxy A05s,2023,Entry-Level,Snapdragon 680,128,4,eMMC 5.1,6.7,393,PLS LCD,90,600,5000,25,FALSE,50,FALSE,TRUE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,13,1080,60,194,8.8,bar,4G,Android,13,Plastic,Plastic,Unknown,3,2,TRUE,none_generic,28,21.41,55.32,29.54,23.69,35.45,67.86,36.8
Realme Note 70,2025,Entry-Level,Unisoc T8300,128,4,Unknown,6.74,260,LCD,90,600,6300,15,FALSE,13,FALSE,FALSE,FALSE,FALSE,2.2,IP54,TRUE,TRUE,FALSE,5,1080,30,201,7.9,bar,4G,Android,15,Plastic,Plastic,Unknown,1,2,TRUE,standard_branded,32,26.06,35.3,21.56,43.6,46.82,75.29,36.8
Samsung Galaxy F06 5G,2025,Entry-Level,Dimensity 6300,128,4,Unknown,6.7,262,PLS LCD,60,800,5000,25,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,8,1080,60,191,8,bar,5G,Android,15,Plastic,Plastic,Unknown,2,2,TRUE,none_generic,31,25.46,52.97,10.9,26.96,35.45,96.29,36.78
Infinix Smart 10,2025,Entry-Level,Unisoc T8300,256,8,eMMC 5.1,6.67,263,IPS LCD,120,700,5000,15,FALSE,8,FALSE,FALSE,FALSE,FALSE,2,IP64,TRUE,TRUE,FALSE,8,1440,30,187,8.3,bar,4G,Android,15,Plastic,Plastic,Unknown,1,2,TRUE,none_generic,32,29.39,32.84,32.6,40.44,31.82,75.29,36.78
Huawei nova 10z,2022,Mid-Range,Snapdragon 778G,128,8,Unknown,6.6,399,IPS LCD,60,600,4000,66,FALSE,64,TRUE,TRUE,FALSE,FALSE,1.9,Splash Resistant,FALSE,TRUE,FALSE,16,1080,30,179,8.4,bar,4G,HarmonyOS,2,Unknown,Unknown,Unknown,3,2,TRUE,none_generic,38,33.95,55.95,17.4,36.1,35.36,47,36.77
Xiaomi Poco C71,2025,Entry-Level,Helio G81,128,4,eMMC 5.1,6.88,260,IPS LCD,120,600,5200,15,FALSE,32,FALSE,FALSE,FALSE,FALSE,1.8,Splash Resistant,FALSE,TRUE,FALSE,8,1080,30,193,8.3,bar,4G,Android,15,Unknown,Unknown,Unknown,1,2,TRUE,none_generic,24,19.01,47.51,31.56,34.51,34.82,75.29,36.77
OnePlus Nord N300,2022,Entry-Level,Dimensity 810,64,4,UFS 2.2,6.56,269,IPS LCD,90,600,5000,33,FALSE,48,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,16,1080,30,190,8,bar,5G,Android,12,Plastic,Plastic,Unknown,2,1,TRUE,none_generic,31,27.82,50.47,22.1,27.1,38.36,67.64,36.7
Samsung Galaxy M13 5G,2022,Entry-Level,Dimensity 700,64,4,Unknown,6.5,270,PLS LCD,90,520,5000,15,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,5,1080,30,195,8.8,bar,5G,Android,12,Plastic,Plastic,Unknown,2,2,TRUE,standard_branded,30,24.22,51.53,21.48,27.22,31.82,85.14,36.67
Samsung Galaxy M13 5G,2022,Entry-Level,Dimensity 700,64,4,Unknown,6.5,270,PLS LCD,90,520,5000,15,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,5,1080,30,195,8.8,bar,5G,Android,12,Plastic,Plastic,Unknown,2,2,TRUE,standard_branded,30,24.22,51.53,21.48,27.22,31.82,85.14,36.67
Honor X8a,2023,Entry-Level,Helio G88,128,6,Unknown,6.7,391,IPS LCD,90,600,4500,23,FALSE,100,TRUE,TRUE,FALSE,FALSE,1.9,Unknown,FALSE,FALSE,FALSE,16,1080,30,179,7.5,bar,4G,Android,12,Plastic,Plastic,Unknown,3,2,TRUE,none_generic,24,23.4,55.95,29.42,30.41,27.23,66.14,36.66
Samsung Galaxy A05s,2023,Entry-Level,Snapdragon 680,64,4,eMMC 5.1,6.7,393,PLS LCD,90,600,5000,25,FALSE,50,FALSE,TRUE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,13,1080,60,194,8.8,bar,4G,Android,13,Plastic,Plastic,Unknown,3,2,TRUE,none_generic,28,20.77,55.32,29.54,23.69,35.45,67.86,36.64
Realme Note 70,2025,Entry-Level,Unisoc T8300,64,4,Unknown,6.74,260,LCD,90,600,6300,15,FALSE,13,FALSE,FALSE,FALSE,FALSE,2.2,IP54,TRUE,TRUE,FALSE,5,1080,30,201,7.9,bar,4G,Android,15,Plastic,Plastic,Unknown,1,2,TRUE,standard_branded,32,25.42,35.3,21.56,43.6,46.82,75.29,36.64
Honor Play 60A,2025,Entry-Level,Dimensity 6300,128,6,Unknown,6.75,260,TFT LCD,90,600,5300,15,FALSE,13,FALSE,FALSE,FALSE,FALSE,2.2,Unknown,FALSE,FALSE,FALSE,5,1080,30,186,7.9,bar,5G,Android,15,Unknown,Unknown,Unknown,1,2,TRUE,none_generic,31,27.6,35.3,21.56,32.91,36.32,96.29,36.64
Samsung Galaxy F06 5G,2025,Entry-Level,Dimensity 6300,64,4,Unknown,6.7,262,PLS LCD,60,800,5000,25,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,8,1080,60,191,8,bar,5G,Android,15,Plastic,Plastic,Unknown,2,2,TRUE,none_generic,31,24.82,52.97,10.9,26.96,35.45,96.29,36.62
Xiaomi Poco C71,2025,Entry-Level,Helio G81,64,4,eMMC 5.1,6.88,260,IPS LCD,120,600,5200,15,FALSE,32,FALSE,FALSE,FALSE,FALSE,1.8,Splash Resistant,FALSE,TRUE,FALSE,8,1080,30,193,8.3,bar,4G,Android,15,Unknown,Unknown,Unknown,1,2,TRUE,none_generic,24,18.37,47.51,31.56,34.51,34.82,75.29,36.61
Xiaomi Poco C81 Pro,2026,Entry-Level,Helio G81,128,4,UFS 2.2,6.9,254,IPS LCD,120,650,6000,15,FALSE,13,FALSE,FALSE,FALSE,FALSE,2.2,Unknown,FALSE,FALSE,FALSE,8,1080,30,208,8.2,bar,4G,Android,15,Plastic,Plastic,Unknown,1,2,TRUE,none_generic,24,24.26,35.41,31.63,23.88,46.82,77.29,36.61
Infinix Smart 9 HD,2024,Entry-Level,Dimensity 8200,64,4,Unknown,6.7,262,IPS LCD,90,650,5000,10,FALSE,13,FALSE,FALSE,FALSE,FALSE,1.9,IP54,TRUE,TRUE,FALSE,8,1080,30,188,8.4,bar,4G,Android,14,Plastic,Plastic,Unknown,1,2,TRUE,none_generic,46,33.82,40.36,22.11,39.95,30,71.57,36.6
